anotador,anillador,codigo,talla_anillo,numero_anillo,nombre_especie,codigo_especie,edad,edad_por,edad_por,sexo, sexo_por, sexo_por,codigo_ciclo,protuberancia_cloacal,parche_Incubacion,grasa,muda_cuerpo,muda_vuelo,desgaste_vuelo,plumaje_juvenil,limite_muda,limite_muda,osificacion,ala,cola,tarso,l_pico,a_pico,n_pico,peso,estado,dia,mes,anho,hora_captura,estacion,red,notas,Fotos,limite,limite_2,muda_vuelo,cmen,cmed1,cmed2,cmed3,cmed4,cmed5,cmed6,cmed7,cmed8,cmed9,cmed10,cmay1,cmay2,cmay3,cmay4,cmay5,cmay6,cmay7,cmay8,cmay9,cmay10,cc,a1,a2,a3,cprim1,cprim2,cprim3,cprim4,cprim5,cprim6,cprim7,cprim8,cprim9,cprim10,sec9,sec8,sec7,sec6,sec5,sec4,sec3,sec2,sec1,prim1,prim2,prim3,prim4,prim5,prim6,prim7,prim8,prim9,prim10,rec_izq6,rec_izq5,rec_izq4,rec_izq3,rec_izq2,rec_izq1,rec_der1,rec_der2,rec_der3,rec_der4,rec_der5,rec_der6,notas_muda
SCT,DGO,N,B,12491,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,L,M,V,,2,65,60,22.5,9,4,6.1,14.2,N,3,6,2019,1030,TR00,1,HA REEMPLAZADO TODOS LAS COBERTORAS MAYORES Y REEMPLAZADO TODOS COBERTORAS PRIMARIAS,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,12492,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,L,P,V,C,4,61,57,24.3,8.7,4,5.8,13.8,N,3,6,2019,1115,TR00,9,ALULAS RETENIDAS,NO,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12494,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,P,V,A,3,58,53,21.6,8.3,3.6,5.4,11.3,N,4,6,2019,635,TR02 ,5,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,12499,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,P,N,L,N,N,N,N,V,A,3,60,57,22.9,8.4,3.9,5.8,12.5,N,4,6,2019,912,TR02 ,5,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,12500,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,L,P,G,,3,65,58,23.2,7.9,4,5.3,13.7,N,4,6,2019,1024,TR02 ,7,HM 138,NO,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,8801,Myiothlypis fraseri,MYIFRA,P,S,C,D,D,,FCF,N,N,M,N,N,L,P,V,C,1,69,61,23.1,8.5,3.9,5.8,12.5,N,4,6,2019,1025,TR02 ,9,COMISURA,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,8802,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,I,P,V,,2,57,52,22.2,8.2,3.6,5.3,13.3,N,4,6,2019,1056,TR02 ,3,,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,8803,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,P,V,M,3,58,55,22,8.9,4.4,5.9,12.9,N,4,6,2019,1111,TR02 ,7,,SI,V,M,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8805,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,I,N,L,M,V,A,2,58,54,22.8,8,3.9,5.1,12.6,N,4,6,2019,1148,TR02 ,1,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8806,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,I,N,I,P,V,,3,64,59,23.2,9.6,4.8,6.9,14.4,N,4,6,2019,1158,TR02 ,9,,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8807,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,I,N,L,P,G,M,4,69,56,23.5,8.4,4.1,5.7,13.9,N,5,6,2019,719,TR03 ,2,HM 139 Fotos para tesis,SI,G,M,,,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,
RPP,RPP,N,B,8808,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,I,N,L,P,G,M,2,64,60,22.3,8.2,4,5.6,12.7,N,5,6,2019,723,TR03 ,4,Fotos para tesis,SI,G,M,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8810,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,N,N,M,P,G,M,3,64,60,22.5,8.1,4.2,5.7,13.1,N,5,6,2019,856,TR03 ,4,HM 141 / FOTOS PARA LA TESIS,SI,G,M,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,
SCT,SCT ,N,B,8811,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,I,P,G,M,3,65,58,23.3,8.5,4.3,5.9,13.4,N,5,6,2019,906,TR03 ,9,,SI,G,M,,,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8812,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,N,N,L,M,G,M,3,56,50,21.3,8,3.8,5.5,11.7,N,5,6,2019,909,TR03 ,9,,SI,G,M,,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,8813,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,I,P,V,M,4,61,58,23.2,8.6,4,5.5,12.8,N,5,6,2019,924,TR03 ,2,COMISURA,SI,V,M,,0,0,0,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,8814,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,I,N,M,P,V,V,1,59,57,22.8,8.7,4.2,5.3,11.8,N,5,6,2019,922,TR03 ,9,COMISURA,SI,M,V,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,8815,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,L,P,V,,2,59,55,22,8.5,4.1,5.6,12.2,N,5,6,2019,933,TR03 ,10,,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,8816,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,P,V,,2,60,55,22.1,9.5,4.1,5.7,12.1,N,5,6,2019,917,TR03 ,9,,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,8817,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,N,N,M,P,V,,3,58,52,21.3,8.3,3.7,5.3,11.7,N,5,6,2019,915,TR03 ,6,,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,8819,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,N,N,M,P,V,,1,66,60,22.8,8.4,4.3,6.2,12.8,N,5,6,2019,1020,TR03 ,7,,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,8821,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,C,N,N,N,P,V,,1,60,58,21.4,8.4,4,5.6,11.6,N,5,6,2019,1010,TR03,4,COMISURA,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,8822,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,I,A,L,P,V,,3,62,56,21.2,8.1,4.2,5.6,11.9,N,5,6,2019,1017,TR03,10,COMISURA,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8823,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,L,P,G,A,2,63,58,22.5,8.9,4.1,5.2,12.7,N,6,6,2019,710,TR04 ,1,POCA COMISURA DCM 10 (0) CM 1-9(5) ICM1-10(5),SI,G,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8824,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,I,N,L,P,G,,3,63,58,23.7,8.5,4.1,5.5,13.1,N,6,6,2019,712,TR04 ,5,,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8825,Myiothlypis fraseri,MYIFRA,P,J,S,D,D,,FCJ,N,N,N,I,N,L,B,N,,2,63,57,24.1,7.9,4.2,5.6,13.1,N,6,6,2019,714,TR04 ,5,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8826,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,I,N,M,P,V,A,4,60,54,21.4,8.7,4.3,5.6,11.6,N,6,6,2019,716,TR04 ,5,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8827,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,N,I,N,I ,P,V,A,2,63,57,23,7.9,3.8,5.3,12.8,N,6,6,2019,718,TR04 ,5,REVISAR FOTOS,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8828,Myiothlypis fraseri,MYIFRA,P,J,S,D,D,,FCF,N,N,I,N,N,I,P,V,A,1,57,52,22.6,8.6,3.9,5.5,11.5,N,6,6,2019,723,TR04 ,7,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8829,Myiothlypis fraseri,MYIFRA,P,J,F,D,D,,FCF,N,N,I,I,N,M,P,V,A,2,58,52,21.7,8.3,4.2,5.7,11.6,N,6,6,2019,731,TR04 ,8,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,8830,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,C,N,N,I,P,V,A,3,58,55,22.2,8.9,4.1,5.6,11.3,N,6,6,2019,809,TR04 ,3,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,8831,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,P,V,M,2,63,59,23.1,8.7,4.3,5.7,12.9,N,6,6,2019,812,TR04 ,6,,SI,V,M,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8832,Myiothlypis fraseri,MYIFRA,P,M,F,D,D,,FCF,N,N,M,N,N,L,P,V,A,2,61,54,22.5,8.4,4.1,5.6,12.2,N,6,6,2019,813,TR04 ,7,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8833,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,N,P,V,C,3,60,58,22.9,9.1,4,5.9,12.3,N,6,6,2019,812,TR04 ,6,COMISURA,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8834,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,I,L,N,I,N,N,,6,59,54,22.3,8.3,4.2,5.3,12.7,N,6,6,2019,1156,TR04 ,8,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,N,B,8836,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,I,P,V,C,3,59,54,21.1,7.8,4,5.1,11.7,N,7,6,2019,725,TR05,5,,SI,V,C,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8837,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,P,G,A,4,60,56,22.5,8.4,4.2,5.3,12.4,N,8,6,2019,717,TR06,1,,SI,G,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,8838,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,P,V,,2,59,53,23.1,8.9,3.9,5.9,12.4,N,8,6,2019,720,TR06,3,,SI,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8839,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,L,P,V,,2,60,56,22.1,8.5,3.8,5.6,11.5,N,8,6,2019,723,TR06,9,,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,8840,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,C,N,N,L,P,G,,2,58,55,22.3,9.1,4,5.8,13.2,N,8,6,2019,803,TR06,8,,SI,G,,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8841,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,L,N,V,M,4,62,56,23.2,8.2,4,5.4,12.7,N,8,6,2019,803,TR06,3,Fotos para tesis,SI,V,M,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8842,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,N,N,M,P,G,M,3,59,51,22.1,8,4.1,5.6,12.7,N,8,6,2019,856,TR06,9,CM 1-8(5) 9-10(0) COLOR DE LAS PATAS UN POCO NEGRO,SI,G,M,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,8843,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,L,I,N,L,N,N,,6,62,57,21.7,8.2,4.1,5.3,12.2,N,8,6,2019,1038,TR06,7,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8844,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,I,N,L,P,G,M,2,60,56,22.9,8.2,4.1,5.7,12.4,N,8,6,2019,1127,TR06,4,COBERTORAS MEDIANAS ULTIMAS CON BORDES VERDE / FOTOS PARA TESIS,SI,G,M,,0,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8846,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,I ,N,L,P,G,M,3,59,53,21.4,8.4,4.1,5.5,12.5,N,8,6,2019,1128,TR06,4,,SI,G,M,,0,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8848,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,M,I,N,M,P,G,M,3,59,55,21.8,8.1,3.8,5.3,11.6,N,9,6,2019,807,TR07 ,8,CM 1-8(5) 9-10(0) PATAS OSCURAS,SI,G,M,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8849,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,L,L,N,L,N,N,,6,61,57,22.7,8.2,4,5.3,,N,9,6,2019,808,TR07 ,8,NO SE PESO,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8850,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,I,N,L,P,V,A,3,63,59,22.7,9,4.2,5.4,13.5,N,9,6,2019,814,TR07 ,9,,SI,V,A,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8851,Myiothlypis fraseri,MYIFRA,P,J,S,D,D,,FCF,N,N,L,I,N,N,P,V,A,2,64,62,22.8,8,4.1,5.6,13.1,N,9,6,2019,925,TR07 ,5,,SI,V,A,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8852,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,N,N,N,L,P,G,M,3,59,55,21.2,8.2,4.1,5.7,12.2,N,10,6,2019,720,TR09 ,3,,SI,G,M,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8853,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,N,N,N,L,P,V,A,3,64,57,24.3,8.6,4,5.4,12.7,N,10,6,2019,725,TR09 ,7,,SI,V,M,,,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,RPP,N,B,8854,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,I,P,V,L,2,62,55,23.2,8.2,3.9,5.6,12.3,N,10,6,2019,712,TR09 ,7,,SI,V,L,,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8855,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,L,L,N,I,N,N,,6,61,58,21,8,4,5.4,12.5,N,10,6,2019,743,TR09 ,7,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8856,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,I,N,L,M,G,M,2,59,53,23.1,8.6,4.2,5.7,13,N,10,6,2019,925,TR09 ,5,CMI 9(0),SI,G,M,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8857,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,L,I,N,I,P,V,A,3,63,56,22.2,9.3,4.1,5.8,12.8,N,10,6,2019,926,TR09 ,5,,SI,V,A,,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8858,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,N,N,N,N,P,G,M,3,61,55,22.7,8,3.8,5.4,12.4,N,10,6,2019,935,TR09 ,3,CM 8-9(0) FOTOS PARA TESIS,SI,G,M,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8859,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,N,N,N,L,P,V,M,3,62,53,22.5,8.2,3.7,5.2,12.7,N,10,6,2019,1046,TR09 ,9,,SI,V,M,,,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8860,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,L,N,N,L,P,V,M,3,60,,22.7,8.7,3.5,5.8,12.4,N,10,6,2019,1026,TR09 ,3,SOLTO COLA EN LA BOLSA,SI,M,V,,,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,8861,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,L,L,N,N,N,N,,6,61,55,22.6,8.9,3.7,5.4,12.8,N,10,6,2019,1040,TR09 ,7,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,8862,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,C,N,N,I,P,V,A,D,63,57,24.3,8.4,4.1,5.5,14.5,N,10,6,2019,1143,TR09 ,2,COMISURA,SI,V,A,,,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
